namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2021-02-08-21-nevada-las-vegas,66.7,16,10.3,3,119,71.4,15,0.594,48,0.5,24,0.188,9,0.778,7,14,200,110.3,9.1,2,18,64,,8.6,5,0.438,21,0.429,9,39.5,17,0.612,13.3,8,27,0.556,15,0.222,4,"February 8, 2021",52,13,18.5,5,110.3,90.9,20,0.656,45,0.556,25,0.333,15,0.667,10,9,200,119,28.6,6,16,69,,3.4,2,0.356,16,0.563,9,60.5,26,0.662,18.9,12,29,0.552,16,0.471,8,"Thomas & Mack Center, Las Vegas, Nevada",AIR-FORCE,Air Force,58.2,Home,NEVADA-LAS-VEGAS,UNLV
2021-02-11-21-air-force,42.9,9,7.1,1,101.6,87,20,0.686,35,0.6,21,0.771,27,0.778,21,7,200,111.3,37.5,6,20,69,,8.1,5,0.343,12,0.5,6,66.7,26,0.721,29.9,20,23,0.652,15,0.533,8,"February 11, 2021",81.3,13,13,3,111.3,62.5,10,0.538,40,0.4,16,0.575,23,0.87,20,15,200,101.6,13,3,22,63,,17.7,11,0.65,26,0.423,11,33.3,13,0.619,21.8,14,14,0.357,5,0.211,4,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,61.9,Away,FRESNO-STATE,Fresno State
2020-12-12-14-akron,31.8,7,0,0,142.6,55.2,16,0.421,57,0.386,22,0.07,4,0.25,1,0,200,72.1,11.8,4,14,49,,10.3,7,0.333,19,0.211,4,31.7,20,0.416,15.8,11,38,0.474,18,0,0,"December 12, 2020",65.7,23,0,0,72.1,88.2,30,0.652,66,0.53,35,0.227,15,0.733,11,0,200,142.6,44.8,13,8,97,,11.8,8,0.606,40,0.4,16,68.3,43,0.663,12.1,10,26,0.731,19,1,1,"James A. Rhodes Arena, Akron, Ohio","Cedarville
			","Cedarville
			",68,Home,AKRON,Akron
2020-12-15-14-akron,50,15,7.1,2,93.7,71.4,20,0.469,65,0.462,30,0.431,28,0.714,20,0,200,102.5,26.5,9,17,81,,10.1,8,0.215,14,0.071,1,46.8,29,0.517,11.5,10,51,0.569,29,1,1,"December 15, 2020",41.7,10,2,1,102.5,73.5,25,0.45,60,0.4,24,0.35,21,0.952,20,1,200,93.7,28.6,8,24,74,,8.9,7,0.533,32,0.188,6,53.2,33,0.529,19.7,17,28,0.643,18,0.5,1,"Quicken Loans Arena, Cleveland, Ohio",AKRON,Akron,79.1,Away,ST-BONAVENTURE,St. Bonaventure
2020-12-19-14-akron,33.3,11,0,0,114.8,60.5,23,0.521,71,0.465,33,0.197,14,0.643,9,0,200,102.5,26.5,9,23,83,,2.5,2,0.38,27,0.296,8,44.4,32,0.534,18.1,17,44,0.568,25,0,0,"December 19, 2020",37.1,13,11.4,5,102.5,73.5,25,0.5,74,0.473,35,0.311,23,0.826,19,1,200,114.8,39.5,15,18,93,,7.4,6,0.297,22,0.182,4,55.6,40,0.548,7.7,7,52,0.596,31,0.667,2,"James A. Rhodes Arena, Akron, Ohio","Malone
			","Malone
			",81.3,Home,AKRON,Akron
2020-12-22-14-akron,53.8,14,6.7,2,136.4,66.7,12,0.484,62,0.419,26,0.258,16,0.625,10,3,200,106.1,26.3,10,13,70,,9.1,6,0.435,27,0.296,8,39.3,22,0.503,6.8,5,35,0.514,18,0.571,4,"December 22, 2020",51.4,18,8.6,3,106.1,73.7,28,0.764,55,0.636,35,0.164,9,0.667,6,1,200,136.4,33.3,6,19,90,,3,2,0.455,25,0.56,14,60.7,34,0.759,19.2,14,30,0.7,21,0.75,3,"James A. Rhodes Arena, Akron, Ohio",OHIO,Ohio,65.9,Home,AKRON,Akron
2021-01-01-19-akron,37.5,9,16,4,90.4,77.1,27,0.421,63,0.381,24,0.27,17,0.529,9,2,200,84.9,30,12,18,62,,9.6,7,0.365,23,0.217,5,52,39,0.436,15.6,13,40,0.475,19,0.6,3,"January 1, 2021",68.4,13,7.5,3,84.9,70,28,0.415,59,0.322,19,0.373,22,0.773,17,1,200,90.4,22.9,8,19,66,,5.5,4,0.576,34,0.324,11,48,36,0.475,14.9,12,25,0.32,8,0.8,4,"James A. Rhodes Arena, Akron, Ohio",KENT-STATE,Kent State,72.8,Home,AKRON,Akron
2021-01-09-14-eastern-michigan,61.9,13,3.1,1,106,78.8,26,0.49,50,0.42,21,0.26,13,0.769,10,2,200,88.1,16,4,22,59,,6,4,0.56,28,0.25,7,51.7,30,0.525,22.3,16,22,0.636,14,0.667,4,"January 9, 2021",38.5,10,22.7,5,88.1,84,21,0.527,55,0.473,26,0.382,21,0.619,13,3,200,106,21.2,7,15,71,,9,6,0.418,23,0.261,6,48.3,28,0.546,11.1,8,32,0.625,20,0.5,3,"Convocation Center, Ypsilanti, Michigan",AKRON,Akron,67.1,Home,EASTERN-MICHIGAN,Eastern Michigan
2021-01-12-15-northern-illinois,64,16,0,0,98.5,66.7,20,0.492,60,0.417,25,0.217,13,0.462,6,3,200,95.6,13.9,5,15,65,,4.4,3,0.483,29,0.31,9,37.9,25,0.491,14.3,11,31,0.516,16,0.571,4,"January 12, 2021",72,18,9.7,3,95.6,86.1,31,0.528,54,0.463,25,0.259,14,0.714,10,9,200,98.5,33.3,10,17,67,,10.3,7,0.259,14,0.5,7,62.1,41,0.552,18.9,14,40,0.45,18,0.182,2,"Convocation Center, DeKalb, Illinois",AKRON,Akron,68.4,Home,NORTHERN-ILLINOIS,Northern Illinois
2021-01-16-14-akron,54.8,17,7.4,2,125,63.3,19,0.529,70,0.443,31,0.386,27,0.741,20,4,225,123.7,29.4,10,15,94,,9.2,7,0.4,28,0.429,12,45.3,29,0.567,5.8,5,42,0.452,19,0.733,11,"January 16, 2021",35.3,12,9.5,4,123.7,70.6,24,0.612,67,0.507,34,0.224,15,0.867,13,3,225,125,36.7,11,24,95,,5.3,4,0.597,40,0.35,14,54.7,35,0.641,14,12,27,0.741,20,0.625,5,"James A. Rhodes Arena, Akron, Ohio",TOLEDO,Toledo,68,Home,AKRON,Akron
2021-01-19-19-bowling-green-state,54.5,12,17.1,7,78.1,75.6,34,0.441,59,0.373,22,0.322,19,0.895,17,3,200,94.5,29.4,10,14,69,,6.8,5,0.407,24,0.333,8,55.7,44,0.507,19.2,16,35,0.4,14,0.667,6,"January 19, 2021",56.5,13,8.6,3,94.5,70.6,24,0.391,69,0.333,23,0.072,5,0.6,3,4,200,78.1,24.4,11,18,57,,8.2,6,0.406,28,0.286,8,44.3,35,0.399,14.4,12,41,0.366,15,0.714,10,"Stroh Center, Bowling Green, Ohio",BOWLING-GREEN-STATE,Bowling Green State,73.2,Away,AKRON,Akron
2021-01-21-18-akron,17.4,4,16.7,5,115.7,72,18,0.443,53,0.434,23,0.472,25,0.8,20,9,200,95.7,27.3,9,17,67,,7.1,5,0.113,6,0.167,1,46.6,27,0.516,16.9,13,47,0.468,22,0.4,6,"January 21, 2021",62.1,18,10.6,5,95.7,72.7,24,0.593,59,0.492,29,0.22,13,0.846,11,3,200,115.7,28,7,21,81,,7.1,5,0.492,29,0.414,12,53.4,31,0.621,15.6,12,30,0.567,17,0.7,7,"James A. Rhodes Arena, Akron, Ohio",CENTRAL-MICHIGAN,Central Michigan,69.5,Home,AKRON,Akron
2021-01-23-17-western-michigan,43.5,10,0,0,100,76.7,23,0.571,49,0.469,23,0.633,31,0.742,23,3,200,116.2,27.8,5,15,79,,10.3,7,0.612,30,0.333,10,58.3,28,0.62,13.8,10,19,0.684,13,0.727,8,"January 23, 2021",37,10,0,0,116.2,72.2,13,0.527,56,0.482,27,0.214,12,0.75,9,9,200,100,23.3,7,23,68,,4.4,3,0.286,16,0.313,5,41.7,20,0.551,17.5,13,40,0.55,22,0.182,2,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,68.2,Away,AKRON,Akron
2021-01-26-19-akron,36.4,8,2.5,1,110.3,73.5,25,0.442,60,0.367,22,0.283,17,0.706,12,8,200,83.3,7.5,3,17,65,,7.7,6,0.5,30,0.3,9,37.8,28,0.477,17.2,14,30,0.433,13,0.333,4,"January 26, 2021",66.7,22,3.3,1,83.3,92.5,37,0.551,69,0.478,33,0.188,13,0.769,10,3,200,110.3,26.5,9,19,86,,3.8,3,0.42,29,0.345,10,62.2,46,0.572,12.8,11,40,0.575,23,0.75,9,"James A. Rhodes Arena, Akron, Ohio",EASTERN-MICHIGAN,Eastern Michigan,78.1,Home,AKRON,Akron
2021-01-30-14-akron,47.1,8,9.4,3,107.2,75,24,0.38,50,0.34,17,0.14,7,0.571,4,8,200,60.9,6.5,2,17,42,,5.8,4,0.44,22,0.182,4,41.3,26,0.394,25.3,18,28,0.464,13,0.429,6,"January 30, 2021",35.7,10,7.1,2,60.9,93.5,29,0.561,57,0.491,28,0.333,19,0.526,10,3,200,107.2,25,8,13,74,,13,9,0.439,25,0.32,8,58.7,37,0.56,14.4,11,32,0.625,20,0.769,10,"James A. Rhodes Arena, Akron, Ohio",BALL-STATE,Ball State,69.2,Home,AKRON,Akron
2021-02-02-19-toledo,40.7,11,9.1,3,126.4,64.5,20,0.492,63,0.429,27,0.365,23,0.609,14,4,200,105.6,26.3,10,23,76,,5.6,4,0.397,25,0.32,8,43.5,30,0.514,11,9,38,0.5,19,0.714,10,"February 2, 2021",51.6,16,7.9,3,105.6,73.7,28,0.605,62,0.5,31,0.29,18,0.889,16,4,200,126.4,35.5,11,19,91,,4.2,3,0.468,29,0.448,13,56.5,39,0.645,13.6,11,33,0.545,18,0.8,16,"John F. Savage Hall, Toledo, Ohio",AKRON,Akron,71.7,Home,TOLEDO,Toledo
2021-02-05-19-kent-state,51.9,14,15.4,6,84.7,64.9,24,0.551,59,0.458,27,0.186,11,0.636,7,4,200,100,34.5,10,16,72,,5.6,4,0.424,25,0.44,11,51.5,34,0.561,19,15,34,0.471,16,0.733,11,"February 5, 2021",43.5,10,5.9,2,100,65.5,19,0.394,66,0.348,23,0.182,12,0.75,9,5,200,84.7,35.1,13,16,61,,8.3,6,0.409,27,0.222,6,48.5,32,0.425,19.3,17,39,0.436,17,0.667,10,"Memorial Athletic & Convocation Center, Kent, Ohio",KENT-STATE,Kent State,72.5,Away,AKRON,Akron
2021-02-12-19-miami-oh,40,12,10.8,4,122.6,72.7,16,0.607,61,0.492,30,0.197,12,0.75,9,4,200,133.9,37.5,12,18,83,,8.1,5,0.557,34,0.412,14,51.9,28,0.622,10.8,8,27,0.593,16,0.75,12,"February 12, 2021",33.3,9,3.7,1,133.9,62.5,20,0.578,51,0.529,27,0.373,19,0.895,17,8,200,122.6,27.3,6,18,76,,4.8,3,0.275,14,0.357,5,48.1,26,0.633,11.9,8,37,0.595,22,0.5,8,"Millett Hall, Oxford, Ohio",MIAMI-OH,Miami (OH),62.4,Away,AKRON,Akron
2020-11-29-15-samford,67.7,21,15.2,7,93.8,80,28,0.586,58,0.534,31,0.276,16,0.625,10,0,200,96.3,22.6,7,19,78,,7.4,6,0.345,20,0.3,6,53,35,0.595,21.7,18,38,0.658,25,1,1,"November 29, 2020",44.8,13,2.6,1,96.3,77.4,24,0.45,70,0.414,29,0.257,18,0.722,13,1,200,93.8,20,7,18,76,,11.1,9,0.343,24,0.208,5,47,31,0.484,15.2,14,46,0.522,24,0,0,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,81.1,Away,ALABAMA-AM,Alabama A&M
2020-12-19-15-alabama-am,31,9,5.6,2,101.1,70.3,26,0.443,70,0.414,29,0.586,41,0.683,28,3,250,97.8,26.8,11,23,90,,15.2,14,0.357,25,0.16,4,47.4,37,0.503,14.6,15,45,0.556,25,0.667,6,"December 19, 2020",59.4,19,6.7,3,97.8,73.2,30,0.537,68,0.471,32,0.397,27,0.741,20,0,250,101.1,29.7,11,27,93,,8.7,8,0.471,32,0.281,9,52.6,41,0.575,20.8,21,36,0.639,23,1,2,"Elmore Health Science Building , Normal, Alabama",SOUTH-ALABAMA,South Alabama,73.7,Home,ALABAMA-AM,Alabama A&M
2021-01-16-16-alabama-am,30,6,6.1,2,92.1,76.3,29,0.341,63,0.317,20,0.54,34,0.588,20,4,200,82.9,35.6,16,25,63,,6.6,5,0.349,22,0.136,3,54.2,45,0.398,14.3,13,41,0.415,17,0.2,1,"January 16, 2021",42.9,9,7.3,3,82.9,64.4,29,0.411,56,0.375,21,0.589,33,0.727,24,0,200,92.1,23.7,9,26,70,,6.6,5,0.411,23,0.174,4,45.8,38,0.488,15.6,13,33,0.515,17,1,3,"Elmore Health Science Building , Normal, Alabama",ALABAMA-STATE,Alabama State,75.9,Home,ALABAMA-AM,Alabama A&M
2021-01-23-15-alabama-am,57.1,12,10,3,94.4,75,21,0.4,55,0.382,21,0.455,25,0.56,14,5,200,80.6,26.5,9,17,58,,12.5,9,0.182,10,0.2,2,48.4,30,0.434,16.5,13,45,0.422,19,0.375,3,"January 23, 2021",65.2,15,8.9,4,80.6,73.5,25,0.491,56,0.411,23,0.321,18,0.722,13,0,200,94.4,25,7,20,68,,8.3,6,0.464,26,0.346,9,51.6,32,0.527,20,16,30,0.467,14,1,4,"Elmore Health Science Building , Normal, Alabama",SOUTHERN,Southern,72.2,Home,ALABAMA-AM,Alabama A&M
2021-01-30-16-prairie-view,36.8,7,9.1,3,109.7,77.8,14,0.392,51,0.373,19,0.647,33,0.515,17,1,200,79.2,22.5,9,16,57,,6.9,5,0.176,9,0.222,2,39.7,23,0.427,18.6,15,42,0.405,17,0.8,4,"January 30, 2021",71.4,20,7.1,3,79.2,77.5,31,0.64,50,0.56,28,0.36,18,0.833,15,4,200,109.7,22.2,4,24,79,,15.3,11,0.34,17,0.471,8,60.3,35,0.675,21.6,16,33,0.606,20,0.6,6,"William J. Nicks Building, Prairie View, Texas",ALABAMA-AM,Alabama A&M,71.6,Home,PRAIRIE-VIEW,Prairie View
2021-02-01-20-texas-southern,31.6,6,11.1,4,97.1,57.1,24,0.333,63,0.302,19,0.222,14,0.5,7,2,200,72.1,27.5,11,16,49,,7.4,5,0.333,21,0.19,4,42.7,35,0.352,13.7,11,42,0.357,15,0.667,4,"February 1, 2021",65.2,15,9.5,4,72.1,72.5,29,0.444,63,0.365,23,0.254,16,0.625,10,7,200,97.1,42.9,18,12,66,,8.8,6,0.429,27,0.37,10,57.3,47,0.467,16.7,14,36,0.361,13,0.417,5,"Health & Physical Education Arena, Houston, Texas",ALABAMA-AM,Alabama A&M,68.1,Home,TEXAS-SOUTHERN,Texas Southern
2021-02-06-17-alabama-am,52.4,11,5.9,3,125.7,56.1,23,0.433,60,0.35,21,0.2,12,0.5,6,16,200,78.4,25,10,11,58,,8.1,6,0.483,29,0.345,10,40.7,33,0.441,22.5,19,31,0.355,11,0,0,"February 6, 2021",63.2,24,6.5,2,78.4,75,30,0.551,79,0.481,38,0.139,11,0.545,6,2,200,125.7,43.9,18,10,93,,14.9,11,0.354,28,0.393,11,59.3,48,0.552,8.7,8,51,0.529,27,0.714,5,"Elmore Health Science Building , Normal, Alabama",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,74.5,Home,ALABAMA-AM,Alabama A&M
2021-02-08-20-alabama-am,26.3,5,13.3,6,82.4,68.8,22,0.333,63,0.302,19,0.286,18,0.722,13,16,200,80.9,33.3,13,22,55,,7.4,5,0.27,17,0.235,4,49.3,35,0.384,11.3,9,46,0.326,15,0.158,3,"February 8, 2021",40,8,8.7,4,80.9,66.7,26,0.368,57,0.351,20,0.351,20,0.7,14,2,200,82.4,31.3,10,15,56,,7.4,5,0.211,12,0.167,2,50.7,36,0.421,15.4,12,45,0.4,18,0.75,6,"Elmore Health Science Building , Normal, Alabama",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,68,Home,ALABAMA-AM,Alabama A&M
2020-11-25-15-alabama-birmingham,10.5,2,0,0,123.8,78.3,18,0.325,63,0.302,19,0.19,12,0.75,9,1,200,62.5,32.5,13,23,50,,2.5,2,0.254,16,0.188,3,49.2,31,0.364,23.5,21,47,0.34,16,0,0,"November 25, 2020",35.5,11,21.3,10,62.5,67.5,27,0.586,58,0.534,31,0.672,39,0.795,31,0,200,123.8,21.7,5,16,99,,16.3,13,0.259,15,0.4,6,50.8,32,0.647,12.8,11,43,0.581,25,1,1,"Bartow Arena, Birmingham, Alabama",ALCORN-STATE,Alcorn State,79.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-11-28-15-alabama-birmingham,39.1,9,0,0,106.3,80.6,25,0.431,58,0.397,23,0.362,21,0.429,9,2,200,74.7,22.2,8,15,59,,2.5,2,0.362,21,0.19,4,49.3,33,0.434,22.9,20,37,0.514,19,0,0,"November 28, 2020",42.9,15,5.4,2,74.7,77.8,28,0.576,66,0.53,35,0.182,12,0.667,8,0,200,106.3,19.4,6,24,84,,15.2,12,0.348,23,0.261,6,50.7,34,0.586,15.4,13,43,0.674,29,1,2,"Bartow Arena, Birmingham, Alabama",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,79.3,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-02-19-alabama-birmingham,22.2,4,12.8,6,107.4,61.5,24,0.342,57,0.316,18,0.228,13,0.692,9,1,200,70.6,28.6,12,16,48,,5.9,4,0.351,20,0.15,3,44.4,36,0.38,22.3,18,37,0.405,15,0.667,2,"December 2, 2020",25.9,7,10.8,4,70.6,71.4,30,0.469,64,0.422,27,0.344,22,0.591,13,0,200,107.4,38.5,15,14,73,,17.6,12,0.266,17,0.353,6,55.6,45,0.49,9.8,8,47,0.447,21,1,3,"Bartow Arena, Birmingham, Alabama",KENNESAW-STATE,Kennesaw State,68.3,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-06-15-alabama-birmingham,50,9,12.5,5,105.5,66.7,20,0.339,59,0.305,18,0.356,21,0.714,15,3,200,75.3,17.9,7,19,55,,11,8,0.356,21,0.19,4,39.1,27,0.399,17,14,38,0.368,14,0.25,1,"December 6, 2020",25.9,7,10.5,4,75.3,82.1,32,0.526,57,0.474,27,0.386,22,0.773,17,0,200,105.5,33.3,10,19,77,,12.3,9,0.298,17,0.353,6,60.9,42,0.571,15.3,12,40,0.525,21,1,4,"Bartow Arena, Birmingham, Alabama",TROY,Troy,72.7,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-09-19-alabama-birmingham,38.9,7,8.1,3,115.6,75,21,0.402,56,0.321,18,0.518,29,0.655,19,0,200,83.1,25.6,10,30,64,,1.3,1,0.554,31,0.29,9,46.3,31,0.459,19.8,17,25,0.36,9,0,0,"December 9, 2020",28.6,8,24,6,83.1,74.4,29,0.6,50,0.56,28,0.9,45,0.644,29,0,200,115.6,25,7,25,89,,9.1,7,0.26,13,0.308,4,53.7,36,0.623,15.7,13,37,0.649,24,1,5,"Bartow Arena, Birmingham, Alabama","Tuskegee
			","Tuskegee
			",77.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-12-16-east-tennessee-state,36.4,8,18.2,6,84.7,73,27,0.41,61,0.361,22,0.311,19,0.789,15,0,200,90.3,26.3,10,21,65,,11.1,8,0.295,18,0.333,6,49.3,37,0.464,13.7,11,43,0.372,16,1,6,"December 12, 2020",70,14,14,6,90.3,73.7,28,0.427,55,0.364,20,0.418,23,0.609,14,3,200,84.7,27,10,17,61,,4.2,3,0.4,22,0.318,7,50.7,38,0.463,20.7,17,33,0.394,13,0.25,1,"Freedom Hall Civic Center, Johnson City, Tennessee",EAST-TENNESSEE-STATE,ETSU,72,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-16-19-alabama-birmingham,52.6,10,8.3,4,111.4,85.7,30,0.317,63,0.302,19,0.159,10,0.6,6,4,200,58.2,18.2,8,23,46,,5.1,4,0.333,21,0.095,2,48.1,38,0.339,20.1,17,42,0.405,17,0,0,"December 16, 2020",33.3,11,9.5,4,58.2,81.8,36,0.539,64,0.516,33,0.422,27,0.704,19,0,200,111.4,14.3,5,12,88,,8.9,7,0.25,16,0.188,3,51.9,41,0.573,11.6,10,48,0.625,30,1,7,"Bartow Arena, Birmingham, Alabama",SOUTHERN,Southern,79.3,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2020-12-19-15-alabama-birmingham,56,14,4.1,2,97.1,68.4,26,0.528,54,0.463,25,0.315,17,0.706,12,0,200,101.5,15.6,5,14,69,,10.3,7,0.352,19,0.368,7,44.3,31,0.556,14,10,35,0.514,18,1,8,"December 19, 2020",20.7,6,20,7,101.5,84.4,27,0.469,65,0.446,29,0.138,9,0.556,5,1,200,97.1,31.6,12,14,66,,10.3,7,0.246,16,0.188,3,55.7,39,0.476,13.8,11,49,0.531,26,0.875,7,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,67.7,Away,CHATTANOOGA,Chattanooga
2021-01-08-19-alabama-birmingham,33.3,8,11.4,4,116.1,64.7,22,0.563,48,0.5,24,0.188,9,0.667,6,5,200,96.8,22.7,5,12,60,,4.8,3,0.292,14,0.429,6,48.2,27,0.574,22.4,15,34,0.529,18,0.5,5,"January 8, 2021",53.6,15,5.9,2,96.8,77.3,17,0.524,63,0.444,28,0.159,10,0.6,6,1,200,116.1,35.3,12,8,72,,11.3,7,0.444,28,0.357,10,51.8,29,0.531,6.9,5,35,0.514,18,0.889,8,"Bartow Arena, Birmingham, Alabama",SOUTHERN-MISSISSIPPI,Southern Miss,61.5,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-09-17-alabama-birmingham,39.1,9,9.4,3,105.1,66.7,22,0.49,51,0.451,23,0.196,10,0.8,8,6,200,98.3,23.1,6,13,58,,3.4,2,0.235,12,0.333,4,47.5,28,0.52,16.6,11,39,0.487,19,0.455,5,"January 9, 2021",59.1,13,7.7,3,98.3,76.9,20,0.464,56,0.393,22,0.232,13,0.769,10,1,200,105.1,33.3,11,15,62,,8.5,5,0.429,24,0.333,8,52.5,31,0.499,10.2,7,32,0.438,14,0.9,9,"Bartow Arena, Birmingham, Alabama",SOUTHERN-MISSISSIPPI,Southern Miss,59.5,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-15-17-charlotte,59.3,16,13,3,61.7,81.5,22,0.508,59,0.458,27,0.051,3,0.333,1,1,200,101.7,31,9,13,61,,20,12,0.288,17,0.353,6,55.4,31,0.505,13,9,42,0.5,21,0.909,10,"January 15, 2021",58.3,7,16.7,7,101.7,69,20,0.355,38,0.316,12,0.342,13,0.769,10,6,200,61.7,18.5,5,6,37,,6.7,4,0.395,15,0.2,3,44.6,25,0.419,32.4,21,23,0.391,9,0.455,5,"Dale F. Halton Arena, Charlotte, North Carolina",CHARLOTTE,Charlotte,60.3,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-16-16-charlotte,45.5,10,0,0,120.7,80,16,0.417,54,0.407,22,0.222,12,0.833,10,2,200,94.8,22.6,7,15,55,,8.6,5,0.278,15,0.067,1,45.1,23,0.461,10.6,7,39,0.538,21,0.833,10,"January 16, 2021",76,19,0,0,94.8,77.4,24,0.667,45,0.556,25,0.289,13,0.769,10,6,200,120.7,20,4,15,70,,5.2,3,0.422,19,0.526,10,54.9,28,0.684,15.1,9,26,0.577,15,0.5,6,"Dale F. Halton Arena, Charlotte, North Carolina",ALABAMA-BIRMINGHAM,Alabama-Birmingham,57.9,Home,CHARLOTTE,Charlotte
2021-01-22-19-alabama-birmingham,52,13,6.8,3,109.9,77.4,24,0.545,56,0.446,25,0.161,9,0.778,7,5,200,95.8,20,6,13,68,,2.8,2,0.518,29,0.379,11,49.2,30,0.564,21.1,16,27,0.519,14,0.667,10,"January 22, 2021",53.3,16,14.8,4,95.8,80,24,0.531,64,0.469,30,0.234,15,0.667,10,2,200,109.9,22.6,7,11,78,,11.3,8,0.313,20,0.4,8,50.8,31,0.548,9,7,44,0.5,22,0.846,11,"Bartow Arena, Birmingham, Alabama",RICE,Rice,70.7,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-23-17-alabama-birmingham,50,12,2.2,1,117.8,80,28,0.538,52,0.462,24,0.442,23,0.783,18,6,200,101.4,25,7,15,74,,2.7,2,0.385,20,0.4,8,55.6,35,0.588,21.5,17,32,0.5,16,0.625,10,"January 23, 2021",38.7,12,15.6,5,101.4,75,21,0.523,65,0.477,31,0.338,22,0.818,18,2,200,117.8,20,7,17,86,,15.1,11,0.292,19,0.316,6,44.4,28,0.57,6.3,5,46,0.543,25,0.857,12,"Bartow Arena, Birmingham, Alabama",RICE,Rice,73.2,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-28-21-middle-tennessee,48.3,14,11.4,4,88.1,66.7,20,0.47,67,0.433,29,0.209,14,0.5,7,2,200,104.5,40,16,12,70,,13.4,9,0.343,23,0.217,5,51.4,36,0.475,11,9,44,0.545,24,0.867,13,"January 28, 2021",50,11,4.5,2,104.5,60,24,0.5,53,0.415,22,0.208,11,0.545,6,10,200,88.1,33.3,10,18,59,,9,6,0.34,18,0.5,9,48.6,34,0.507,24.7,19,35,0.371,13,0.231,3,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,66.9,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2021-01-31-15-alabama-birmingham,28.6,6,10.5,4,98.4,70,21,0.405,58,0.362,21,0.19,11,0.455,5,11,200,81.3,21.6,8,15,52,,9.4,6,0.362,21,0.238,5,43.3,29,0.411,13.7,10,37,0.432,16,0.214,3,"January 31, 2021",85,17,16.2,6,81.3,78.4,29,0.433,52,0.385,20,0.404,21,0.857,18,2,200,98.4,30,9,11,63,,7.8,5,0.269,14,0.357,5,56.7,38,0.508,14,10,38,0.395,15,0.875,14,"Bartow Arena, Birmingham, Alabama",MIDDLE-TENNESSEE,Middle Tennessee,64.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
